Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
inproperly,improperly,any kind therefore i hereby denounce the tricks employed in the advertisements that beautify products ***mask*** moreover we can see the capacity of advertisement to exaggarate the merits of the products,IH N P R AA P ER L IY,"['improperly', 'properly']",['improperly'],"['properly', 'improperly']","['properly', 'improperly']",['improperly'],"['properly', 'improperly']"
disillusionised,disillusioned,with catoon stars however when i got this bottle as my birthday gift i was ***mask*** that it is just a toy not a creature of any kind therefore i hereby,D IH S IH L UW ZH AH N AY Z D,['disillusioned'],['disillusioned'],['disillusioned'],['disillusioned'],['disillusioned'],['disillusioned']
inpeccable,impeccable,effects grew more and more powerful in convincing the customers that this product is wonderful ***mask*** to a extent often exceeds the reality even about ten years ago this unbelievable strength,IH N P EH K AH B AH L,"['impeccable', 'incapable', 'ineffable', 'inedible', 'impeccably', 'repairable', 'inoperable']",['impeccable'],"['repairable', 'impeccably', 'inoperable', 'incapable', 'ineffable', 'inedible', 'impeccable']","['inoperable', 'ineffable', 'inedible', 'repairable', 'impeccably', 'impeccable', 'incapable']",['impeccable'],"['inoperable', 'ineffable', 'inedible', 'repairable', 'impeccably', 'impeccable', 'incapable']"
generized,generated,the last century the effects and power of the advertisements outfitted with high sophisticated computer ***mask*** amazing visual scenes and sound effects grew more and more powerful in convincing the customers,JH EH N ER AY Z D,"['memorized', 'generals', 'jeopardized', 'generalize', 'jeopardize', 'genocide', 'gentiles', 'energized', 'genders', 'generalized']","['energized', 'generated', 'generalized']","['energized', 'memorized', 'generalize', 'gentiles', 'jeopardize', 'jeopardized', 'generated', 'genocide', 'genders', 'generalized', 'generals']","['generalize', 'memorized', 'energized', 'generalized', 'gentiles', 'generals', 'genders', 'jeopardize', 'jeopardized', 'genocide']","['generated', 'energized', 'generalized']","['generated', 'generalize', 'memorized', 'energized', 'generalized', 'gentiles', 'generals', 'genders', 'jeopardize', 'jeopardized', 'genocide']"
subconcious,subconscious,around all the time so the advertisers know that if they could trigger the travelers ***mask*** fear of getting sick during their trips by citing a example in which a officer,S AH B K AA N SH AH S,"['subconscious', 'unconscious', 'subconsciously']",['subconscious'],"['subconsciously', 'subconscious', 'unconscious']","['unconscious', 'subconsciously', 'subconscious']",['subconscious'],"['unconscious', 'subconsciously', 'subconscious']"
exaggarate,exaggerate,the advertisements that beautify products inproperly moreover we can see the capacity of advertisement to ***mask*** the merits of the products by discussing the process of the advertisement creation first a,IH G Z AE G ER EY T,"['exaggerate', 'exonerate', 'exacerbate', 'exaggerates', 'exasperate']",['exaggerate'],"['exaggerates', 'exaggerate', 'exacerbate', 'exasperate', 'exonerate']","['exacerbate', 'exonerate', 'exaggerates', 'exaggerate', 'exasperate']",['exaggerate'],"['exacerbate', 'exonerate', 'exaggerates', 'exaggerate', 'exasperate']"
catoon,cartoon,follow it and find a mysterious land in which they could enjoy playing there with ***mask*** stars however when i got this bottle as my birthday gift i was disillusionised that,K AH T UW N,"['cocoon', 'cartoon', 'attune', 'kitten', 'curtain', 'cutting', 'curtin', 'cotton', 'ketone', 'petain']","['catton', 'cation', 'caton', 'cartoon']","['petain', 'catton', 'curtain', 'cotton', 'cocoon', 'attune', 'cation', 'kitten', 'curtin', 'cutting', 'ketone', 'caton', 'cartoon']","['cartoon', 'petain', 'cocoon', 'ketone', 'attune', 'cotton', 'kitten', 'curtain', 'cutting', 'curtin']","['cartoon', 'catton', 'caton', 'cation']","['cartoon', 'petain', 'catton', 'cation', 'caton', 'cocoon', 'ketone', 'attune', 'cotton', 'kitten', 'curtain', 'cutting', 'curtin']"
foundamental,fundamental,is now regarded as one of the greatest industries in the twenty first century the ***mask*** philosophies of advertisements are create a better impression of the product the advertisement is describing,F AW N D AH M EH N T AH L,"['fundamental', 'fundamental', 'fundamentals', 'fundamentally', 'fundamentals', 'fundamentally']",['fundamental'],"['fundamentally', 'fundamentals', 'fundamental']","['fundamentals', 'fundamental', 'fundamentally']",['fundamental'],"['fundamentals', 'fundamental', 'fundamentally']"
knowledges,knowledge,conduct a analysis of how valuable this product is by using our past experiences and ***mask*** however those grandiose images can easily confuse our mind and hinder our ability to reason,N AA L IH JH IH Z,"['colleges', 'villages', 'cottages', 'manages', 'vantages', 'knowledge', 'acknowledges']",['knowledges'],"['cottages', 'vantages', 'knowledge', 'knowledges', 'villages', 'acknowledges', 'colleges', 'manages']","['knowledge', 'colleges', 'vantages', 'acknowledges', 'manages', 'villages', 'cottages']",['knowledges'],"['knowledges', 'knowledge', 'colleges', 'vantages', 'acknowledges', 'manages', 'villages', 'cottages']"
orgnize,organize,to make more and more oppertunities for themselves to have fun the city government ususally ***mask*** senior clubs which includes gym facilities dance center and so no even do mention the,AO R G N AY Z,"['organizer', 'organize', 'organs', 'organized', 'orphans', 'agonize', 'orleans', 'orleans']",['organize'],"['orleans', 'organize', 'orphans', 'organized', 'organizer', 'agonize', 'organs']","['organize', 'organized', 'organizer', 'orleans', 'organs', 'orphans', 'agonize']",['organize'],"['organize', 'organized', 'organizer', 'orleans', 'organs', 'orphans', 'agonize']"
oppertunities,opportunities,or him as precious as an apple and provide her or him all kinds of ***mask*** to have fun additionally young people have a lot of energy and less responsibilies which,AA P ER T UW N AH T IY Z,"['opportunities', 'opportunity']",['opportunities'],"['opportunity', 'opportunities']","['opportunities', 'opportunity']",['opportunities'],"['opportunities', 'opportunity']"
responsibilies,responsibilites,of oppertunities to have fun additionally young people have a lot of energy and less ***mask*** which is easier for them to have fun on the other hand the old has,R IY S P AA N S AH B AH L IY Z,['responsible'],"['responsibility', 'responsibilities']","['responsible', 'responsibility', 'responsibilities']",['responsible'],"['responsibility', 'responsibilities']","['responsibility', 'responsibilities', 'responsible']"
totoally,totally,can not to wast their time to have fun at all which might not be ***mask*** correct admittedly our society provides the old people more and more oppertunities and encourage them,T OW T OW AH L IY,"['totally', 'totals', 'totalled', 'testily', 'notably', 'totalling', 'total']",['totally'],"['totalled', 'totalling', 'totally', 'testily', 'notably', 'totals', 'total']","['totally', 'totalling', 'totalled', 'total', 'testily', 'notably', 'totals']",['totally'],"['totally', 'totalling', 'totalled', 'total', 'testily', 'notably', 'totals']"
grandparets,grandparents,china there is only one child in a family so both of the parents and ***mask*** will love her or him as precious as an apple and provide her or him,G R AE N D P EH R AH T S,"['grandparents', 'grandparent']",['grandparents'],"['grandparents', 'grandparent']","['grandparents', 'grandparent']",['grandparents'],"['grandparents', 'grandparent']"
manufatures,manufactures,why our society provides more facilities for the youth to do so for example the ***mask*** produce various toys for babies children and even young adaults more over many topics on,M AE N Y AH F EY CH ER Z,['manufactures'],['manufactures'],['manufactures'],['manufactures'],['manufactures'],['manufactures']
chanals,channels,old when i turn on my tv i can find out a bounch of childen ***mask*** as interesting as disney especially in some county like china there is only one child,CH EY N AH L Z,"['channels', 'gentles', 'journals', 'finals', 'kennels', 'tunnels', 'chuckles', 'funnels', 'runnels', 'kernels', 'colonels']",['canals'],"['funnels', 'channels', 'kennels', 'journals', 'runnels', 'canals', 'gentles', 'chuckles', 'kernels', 'finals', 'colonels', 'tunnels']","['gentles', 'runnels', 'chuckles', 'tunnels', 'colonels', 'channels', 'finals', 'journals', 'kennels', 'kernels', 'funnels']",['canals'],"['gentles', 'runnels', 'chuckles', 'tunnels', 'colonels', 'channels', 'canals', 'finals', 'journals', 'kennels', 'kernels', 'funnels']"
seldomly,seldom,children and even young adaults more over many topics on tv concerns with the young ***mask*** with the old when i turn on my tv i can find out a bounch,S EH L D AH M L IY,"['solemnly', 'seldom']",['seldom'],"['solemnly', 'seldom']","['solemnly', 'seldom']",['seldom'],"['solemnly', 'seldom']"
paragragh,paragraph,fun with me which makes me very upset as a wise man said and i ***mask*** time is money and time is treasure these words make those adaults and olds think,P EH R AH G R AE,"['paragraph', 'paraguay', 'pedigree', 'paragon', 'paragraph', 'peregrine', 'paragraphs']",['paragraph'],"['peregrine', 'paragon', 'paraguay', 'paragraph', 'pedigree', 'paragraphs']","['pedigree', 'paragraph', 'paragraphs', 'paraguay', 'peregrine', 'paragon']",['paragraph'],"['pedigree', 'paragraph', 'paragraphs', 'paraguay', 'peregrine', 'paragon']"
adaults,adults,do so for example the manufatures produce various toys for babies children and even young ***mask*** more over many topics on tv concerns with the young seldomly with the old when,AH D AO L T S,"['adults', 'assaults', 'adopts', 'adults', 'aborts', 'salts', 'vaults', 'malts', 'waltzer', 'faults']",['adults'],"['waltzer', 'aborts', 'salts', 'adults', 'assaults', 'adopts', 'faults', 'vaults', 'malts']","['adults', 'adopts', 'aborts', 'assaults', 'salts', 'malts', 'waltzer', 'vaults', 'faults']",['adults'],"['adults', 'adopts', 'aborts', 'assaults', 'salts', 'malts', 'waltzer', 'vaults', 'faults']"
impredictable,unpredictable,and will own numerous cars in the future twenty years there may be one more ***mask*** factor about the cars the cars can be replaced with some unimaginable transportations like floating,IH M P R IH D IH K T AH B AH L,"['unpredictable', 'predictable']","['predictable', 'unpredictable']","['predictable', 'unpredictable']","['unpredictable', 'predictable']","['unpredictable', 'predictable']","['unpredictable', 'predictable']"
decreas,decrease,technology in more developed cosmopolitans i feel quite sure that the use of car will ***mask*** or be forced to reduce in some poor area on the contrary more cars will,D IH K R EY AH S,"['decrease', 'dictates', 'dictates', 'discuss', 'discus', 'decreased', 'difference', 'decorum', 'desirous', 'disgrace']","['decrees', 'decrease']","['dictates', 'decreased', 'decrease', 'difference', 'decorum', 'decrees', 'desirous', 'discus', 'disgrace', 'discuss']","['decrease', 'decreased', 'dictates', 'difference', 'disgrace', 'discuss', 'discus', 'desirous', 'decorum']","['decrease', 'decrees']","['decrease', 'decreased', 'dictates', 'difference', 'disgrace', 'discuss', 'discus', 'desirous', 'decrees', 'decorum']"
transpotation,transportation,poor area on the contrary more cars will be used under the fast construction of ***mask*** equipments the problem of is already serious in some large cities such as shanghai though,T R AE N S P AH T EY SH AH N,['transportation'],['transportation'],['transportation'],['transportation'],['transportation'],['transportation']
transportations,transportation,they do like cars as they did before they prefer walking bicycling and using public ***mask*** they rarely drive cars on the streets not only because they have to drive in,T R AE N S P ER T EY SH AH N Z,"['transportation', 'transformations']",['transportation'],"['transportation', 'transformations']","['transportation', 'transformations']",['transportation'],"['transportation', 'transformations']"
amiddle,middle,understand the ideas so i just remebered the facts after i graduated i went to ***mask*** school i found that i completely confused about all i learned in primairy school so,AE M IH D AH L,"['middle', 'amble', 'anibal', 'ample', 'ramble', 'twiddle', 'randall', 'randal', 'medal', 'meddle']",['middle'],"['twiddle', 'meddle', 'medal', 'middle', 'randall', 'randal', 'ample', 'ramble', 'anibal', 'amble']","['middle', 'meddle', 'anibal', 'amble', 'twiddle', 'ramble', 'randal', 'ample', 'medal', 'randall']",['middle'],"['middle', 'meddle', 'anibal', 'amble', 'twiddle', 'ramble', 'randal', 'ample', 'medal', 'randall']"
athought,thought,make us more knowledgable so they should consentrate on the ideas but not the facts ***mask*** the facts is also important it is more important to understand the ideas thirdly as,AH TH AO T,"['rethought', 'assort', 'abort', 'thawed', 'allot', 'thought', 'taught', 'taut', 'fought', 'sought', 'sot']",['thought'],"['abort', 'taught', 'thought', 'taut', 'allot', 'rethought', 'assort', 'sot', 'thawed', 'sought', 'fought']","['allot', 'sot', 'thought', 'rethought', 'taught', 'assort', 'sought', 'fought', 'abort', 'thawed', 'taut']",['thought'],"['allot', 'sot', 'thought', 'rethought', 'taught', 'assort', 'sought', 'fought', 'abort', 'thawed', 'taut']"
uderstand,understand,you should learn the facts but after that it is more important for you to ***mask*** the ideas the way that people using to think on the other hand if you,UW D ER S T AE N D,"['understand', 'newsstand', 'firsthand', 'firsthand']",['understand'],"['firsthand', 'newsstand', 'understand']","['understand', 'firsthand', 'newsstand']",['understand'],"['understand', 'firsthand', 'newsstand']"
deploma,diploma,secondly student suppose to know that we studying not only for the test or the ***mask*** we want to make us more knowledgable so they should consentrate on the ideas but,D IH P L OW M AH,"['diploma', 'diplomas', 'dilemma', 'diplomacy']",['diploma'],"['dilemma', 'diplomacy', 'diploma', 'diplomas']","['diplomas', 'diploma', 'dilemma', 'diplomacy']",['diploma'],"['diploma', 'diplomas', 'dilemma', 'diplomacy']"
consentrate,concentrate,the test or the deploma we want to make us more knowledgable so they should ***mask*** on the ideas but not the facts athought the facts is also important it is,K AA N S AH N T R EY T,"['concentrate', 'concentrates', 'consecrate', 'concentrated', 'concentrating']",['concentrate'],"['concentrated', 'concentrate', 'consecrate', 'concentrates', 'concentrating']","['concentrate', 'concentrates', 'concentrated', 'concentrating', 'consecrate']",['concentrate'],"['concentrate', 'concentrates', 'concentrated', 'concentrating', 'consecrate']"
