Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
situtations,situations,or higher managers in some ***mask*** they do not have a,S IH CH UW T EY SH AH N Z,"['situations', 'situational', 'situation']",['situations'],"['situational', 'situations', 'situation']","['situations', 'situational', 'situation']",['situations'],"['situations', 'situational', 'situation']"
exhilirating,exhilarating,tour go back to an ***mask*** sight or just relax for,IH G Z IH L ER EY T IH NG,"['exhilarating', 'exhilarated', 'exonerating', 'exaggerating']",['exhilarating'],"['exhilarating', 'exonerating', 'exaggerating', 'exhilarated']","['exhilarating', 'exonerating', 'exhilarated', 'exaggerating']",['exhilarating'],"['exhilarating', 'exonerating', 'exhilarated', 'exaggerating']"
acitivity,activity,an enjoyable sometimes tedious leisure ***mask*** nowadays with travelling being such,AH S IH T IH V AH T IY,"['nativity', 'festivity']",['activity'],"['nativity', 'activity', 'festivity']","['festivity', 'nativity']",['activity'],"['activity', 'festivity', 'nativity']"
thez,they,people who finished school if ***mask*** do want to go to,DH EH Z,"['those', 'these', 'thous', 'their', 'there\', ""they\'ll"", \'them', 'then', 'chez', 'says']","['they', 'thes', 'thea', 'the', 'ther', 'chez', 'theo', 'then', 'thee', 'them']","['they\'ll"", \'thes', 'the', 'thea', 'chez', 'ther', 'theo', 'then', 'thee', 'thous', 'them', 'these', 'they', 'there', 'their', 'says', 'those']","['they\'ll"", \'them', 'their', 'there', 'those', 'these', 'then', 'says', 'thous', 'chez']","['they', 'them', 'thes', 'the', 'thea', 'ther', 'then', 'theo', 'thee', 'chez']","['they\', ""they\'ll"", \'them', 'their', 'there', 'those', 'these', 'thes', 'the', 'thea', 'ther', 'then', 'says', 'thous', 'theo', 'thee', 'chez']"
espacially,especially,to manage social ambitions today ***mask*** for the youth i can,AH S P EY SH AH L IY,"['especially', 'especially', 'specially', 'especial', 'spatial', 'spacial']",['especially'],"['spatial', 'especially', 'spacial', 'especial', 'specially']","['especially', 'specially', 'especial', 'spacial', 'spatial']",['especially'],"['especially', 'specially', 'especial', 'spacial', 'spatial']"
benfitly,benfitly,and do do anz help ***mask*** iam sure that there are,B EH N F IH T L IY,"['benefits', 'bentley']",['benfitly'],"['benfitly', 'benefits', 'bentley']","['bentley', 'benefits']",['benfitly'],"['benfitly', 'bentley', 'benefits']"
ambuoules,ampoules,to helping their communities is ***mask*** on the one hand i,AE M B UW L Z,"['ambles', 'ambled', 'ambrose', 'ramblers', 'amble', 'shambles', 'gambles', 'ambler', 'annuals', 'mules']",['ampoules'],"['ambles', 'ambler', 'ambled', 'annuals', 'ambrose', 'shambles', 'gambles', 'ramblers', 'ampoules', 'mules', 'amble']","['shambles', 'ambrose', 'gambles', 'ambles', 'ambler', 'ambled', 'amble', 'annuals', 'mules', 'ramblers']",['ampoules'],"['shambles', 'ambrose', 'gambles', 'ambles', 'ambler', 'ambled', 'amble', 'annuals', 'mules', 'ramblers', 'ampoules']"
anz,and,a payment and do do ***mask*** help benfitly iam sure that,AE N Z,"['inns', 'earns', 'owns', 'and', 'answer', 'rance', 'abs', 'enters', 'ant', 'aunt']",['anz'],"['abs', 'earns', 'anz', 'enters', 'and', 'owns', 'aunt', 'rance', 'ant', 'answer', 'inns']","['and', 'answer', 'earns', 'inns', 'rance', 'owns', 'ant', 'aunt', 'enters', 'abs']",['anz'],"['and', 'anz', 'answer', 'earns', 'inns', 'rance', 'owns', 'ant', 'aunt', 'enters', 'abs']"
furhtermore,furthermore,mentions the danger of product ***mask*** the real price is often,F ER HH T ER M AO R,['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore']
additonal,additional,because it does contain the ***mask*** fees of airports or the,AE D AH T OW N AH L,[''],['additional'],['additional'],[''],['additional'],['additional']
seembetter,seem better,they just making the products ***mask*** than they are i think,S IY M B IH T ER,[''],['seembetter'],['seembetter'],[''],['seembetter'],['seembetter']
producted,produced,our consumer habits thus the ***mask*** are displayed better than they,P R AH D AH K T IH D,"['productive', 'predicted', 'protected', 'predicted', 'productive', 'predicated', 'abducted']",['produced'],"['abducted', 'predicted', 'produced', 'protected', 'productive', 'predicated']","['predicated', 'productive', 'predicted', 'protected', 'abducted']",['produced'],"['produced', 'predicated', 'productive', 'predicted', 'protected', 'abducted']"
tuitio,tuition,to get a discount from ***mask*** fees at university or to,T UW IH SH IY OW,['trujillo'],['tuition'],"['tuition', 'trujillo']",['trujillo'],['tuition'],"['tuition', 'trujillo']"
contributs,contribute,focus on the community everyone ***mask*** to the community and also,K AH N T R IH B AH T S,"['contributes', 'contributor', 'contribute']","['contribute', 'contributes']","['contributor', 'contributes', 'contribute']","['contribute', 'contributes', 'contributor']","['contribute', 'contributes']","['contribute', 'contributes', 'contributor']"
communitiy,community,them against all in a ***mask*** there is the same situation,K AH M Y UW N IH T IY,"['community', 'community', 'communities', 'immunity', 'communities', 'communing', 'impunity']",['community'],"['immunity', 'community', 'communities', 'communing', 'impunity']","['community', 'communities', 'communing', 'immunity', 'impunity']",['community'],"['community', 'communities', 'communing', 'immunity', 'impunity']"
luxuary,luxury,the exeptional the beautiful the ***mask*** in many cases we do,L AH G ZH W EH R IY,[''],['luxury'],['luxury'],[''],['luxury'],['luxury']
exeptional,exceptional,are all looking for the ***mask*** the beautiful the luxuary in,IH G Z EH P SH AH N AH L,['exceptional'],['exceptional'],['exceptional'],['exceptional'],['exceptional'],['exceptional']
prpoduct,product,not want to buy a ***mask*** but we want to buy,P ER P AA D AH K T,['product'],['product'],['product'],['product'],['product'],['product']
netherless,nevertheless,it is a simple fact ***mask*** we should be aware of,N EH DH ER L AH S,"['necklace', 'fatherless', 'netherland']","['fatherless', 'motherless', 'neverless']","['fatherless', 'motherless', 'netherland', 'neverless', 'necklace']","['netherland', 'fatherless', 'necklace']","['neverless', 'motherless', 'fatherless']","['neverless', 'motherless', 'netherland', 'fatherless', 'necklace']"
contence,contents,the essence and the main ***mask*** of a concept in mind,K AH N T EH N S,"['condense', 'content', 'contend', 'condenser', 'contains', 'contender', 'contents', 'contests', 'contained', 'container']","['contend', 'content', 'condense', 'commence', 'continence', 'contender', 'contends', 'continue', 'sentence', 'contented', 'convince', 'contended', 'contents', 'constance', 'convene']","['condense', 'continence', 'contends', 'sentence', 'contented', 'contests', 'container', 'contents', 'convince', 'constance', 'convene', 'contend', 'content', 'condenser', 'commence', 'contender', 'continue', 'contended', 'contained', 'contains']","['content', 'contents', 'container', 'contains', 'contained', 'contender', 'contend', 'contests', 'condense', 'condenser']","['content', 'contented', 'contents', 'sentence', 'continence', 'convene', 'convince', 'contender', 'constance', 'contend', 'contends', 'contended', 'commence', 'continue', 'condense']","['content', 'contented', 'contents', 'sentence', 'container', 'contains', 'contained', 'continence', 'convene', 'convince', 'contender', 'constance', 'contends', 'contend', 'contended', 'commence', 'continue', 'contests', 'condense', 'condenser']"
juge,judge,years now feel able to ***mask*** and talk about the scholar,JH UW JH,"['jews', 'jude', 'judge', 'jute', 'june', 'huge', 'jour', 'juice', 'juke', 'jewel', 'joule']","['juke', 'jute', 'jube', 'jugs', 'jug', 'jure', 'june', 'jude', 'huge', 'judge']","['jews', 'jute', 'juke', 'juice', 'jug', 'jure', 'joule', 'jour', 'huge', 'judge', 'jewel', 'jube', 'jugs', 'june', 'jude']","['judge', 'joule', 'jour', 'juice', 'june', 'jute', 'juke', 'jude', 'jews', 'jewel', 'huge']","['judge', 'june', 'jute', 'juke', 'jube', 'jure', 'jude', 'jugs', 'jug', 'huge']","['judge', 'joule', 'jour', 'juice', 'june', 'jute', 'juke', 'jube', 'jure', 'jude', 'jugs', 'jug', 'jews', 'jewel', 'huge']"
knowlegde,knowledge,knowledge and wisdom but new ***mask*** can only be gained by,N AA L EH G D,"['allegra', 'legged']",['knowledge'],"['legged', 'allegra', 'knowledge']","['allegra', 'legged']",['knowledge'],"['knowledge', 'allegra', 'legged']"
invisble,invisible,beach unfortunatelly these facts are ***mask*** to people you observe from,IH N V IH Z B AH L,"['invisible', 'divisible', 'visible']",['invisible'],"['invisible', 'visible', 'divisible']","['visible', 'invisible', 'divisible']",['invisible'],"['visible', 'invisible', 'divisible']"
opionion,opinion,neverthelesse i am of mixed ***mask*** concerning this question one the,OW P IY OW N IY AH N,[''],['opinion'],['opinion'],[''],['opinion'],['opinion']
neverthelesse,nevertheless,between female and male but ***mask*** i am of mixed opionion,N EH V ER TH AH L EH S,['nevertheless'],['nevertheless'],['nevertheless'],['nevertheless'],['nevertheless'],['nevertheless']
sercurity,security,like family health or financial ***mask*** become more and more important,S ER K Y UH R AH T IY,"['security', 'securities', 'obscurity']",['security'],"['securities', 'obscurity', 'security']","['security', 'securities', 'obscurity']",['security'],"['security', 'securities', 'obscurity']"
distict,district,view they simple have a ***mask*** way of enjoying their lifes,D IH S T IH K T,"['destruct', 'distract', 'drastic', 'district', 'distinct', 'distaste', 'distilled', 'distant', 'disliked', 'distiller']","['district', 'distinct']","['distract', 'distinct', 'disliked', 'distant', 'destruct', 'distiller', 'district', 'distilled', 'distaste', 'drastic']","['distinct', 'distant', 'drastic', 'distiller', 'distilled', 'distaste', 'disliked', 'distract', 'destruct', 'district']","['distinct', 'district']","['distinct', 'distant', 'drastic', 'distiller', 'distilled', 'distaste', 'disliked', 'distract', 'destruct', 'district']"
crule,cruel,i do not know how ***mask*** life can be i have,K R UW L,"['cruel', 'kroon', 'croon', 'krill', 'creel', 'crawl', 'cruise', 'cruz', 'crews', 'cruse']","['crude', 'curle', 'rule', 'cruse', 'cruel']","['crude', 'curle', 'rule', 'cruise', 'crews', 'cruse', 'krill', 'creel', 'cruel', 'croon', 'crawl', 'kroon', 'cruz']","['cruel', 'cruse', 'croon', 'creel', 'krill', 'kroon', 'cruise', 'cruz', 'crawl', 'crews']","['cruel', 'cruse', 'rule', 'crude', 'curle']","['cruel', 'cruse', 'croon', 'rule', 'creel', 'crude', 'krill', 'kroon', 'cruise', 'cruz', 'curle', 'crawl', 'crews']"
sicnificant,significant,like to describe two really ***mask*** conversations i had the first,S IH K N IH F IH K AH N T,"['significant', 'significant', 'significance']",['significant'],"['significant', 'significance']","['significant', 'significance']",['significant'],"['significant', 'significance']"
rettungsassistentin,paramedic,medicin i worked as a ***mask*** i met a few pepole,R EH T AH NG S AH S T AH N T IH N T IH N T IH N,[''],['rettungsassistentin'],['rettungsassistentin'],[''],['rettungsassistentin'],['rettungsassistentin']
medicin,medicine,examples befor i started studying ***mask*** i worked as a rettungsassistentin,M EH D IH S IH N,"['madison', 'medicine', 'madelyn', 'menaces', 'edison', 'medics', 'redskin', 'messenger']","['medici', 'medicine']","['medicine', 'redskin', 'menaces', 'messenger', 'medici', 'madison', 'medics', 'madelyn', 'edison']","['medicine', 'medics', 'madelyn', 'madison', 'edison', 'messenger', 'redskin', 'menaces']","['medicine', 'medici']","['medicine', 'medics', 'madelyn', 'madison', 'edison', 'messenger', 'redskin', 'medici', 'menaces']"
calcular,calculated,out different ways and takes ***mask*** risks it shows a certain,K AE L K Y AH L ER,"['calculus', 'curricular', 'vascular', 'calculate', 'calculator']","['circular', 'calculator', 'vascular', 'cellular', 'calculi', 'calculus', 'calculate']","['calculator', 'circular', 'vascular', 'curricular', 'cellular', 'calculus', 'calculi', 'calculate']","['curricular', 'calculate', 'calculator', 'calculus', 'vascular']","['circular', 'calculate', 'calculator', 'calculi', 'calculus', 'cellular', 'vascular']","['curricular', 'circular', 'calculate', 'calculator', 'calculi', 'calculus', 'cellular', 'vascular']"
admid,admit,other hand i have to ***mask*** that if you do one,AE D M IH D,"['admin', 'adhered', 'admit', 'admire', 'added', 'rabid', 'adman', 'acrid', 'rapid', 'smeared']","['amid', 'admin', 'admit']","['smeared', 'admin', 'rapid', 'amid', 'rabid', 'added', 'admit', 'adhered', 'acrid', 'adman', 'admire']","['admit', 'admire', 'admin', 'adman', 'adhered', 'acrid', 'rabid', 'smeared', 'added', 'rapid']","['admit', 'admin', 'amid']","['admit', 'admire', 'admin', 'adman', 'adhered', 'acrid', 'rabid', 'smeared', 'added', 'rapid', 'amid']"
accquired,acquired,down this knowlege he had ***mask*** during this time helped him,AH K W AY ER D,"['acquired', 'acquirer', 'acquires', 'required', 'acquirers', 'require', 'acquire', 'require', 'inquired', 'acquiring']",['acquired'],"['acquires', 'require', 'inquired', 'acquiring', 'acquired', 'acquirers', 'acquire', 'required', 'acquirer']","['acquired', 'required', 'inquired', 'acquires', 'acquirers', 'acquire', 'acquirer', 'acquiring', 'require']",['acquired'],"['acquired', 'required', 'inquired', 'acquires', 'acquirers', 'acquire', 'acquirer', 'acquiring', 'require']"
inteligence,intelligence,shows a certain kind of ***mask*** moreover a person who tried,IH N T EH L IH JH AH N S,"['intelligence', 'intelligent', 'negligence']",['intelligence'],"['intelligence', 'negligence', 'intelligent']","['intelligence', 'intelligent', 'negligence']",['intelligence'],"['intelligence', 'intelligent', 'negligence']"
knowlege,knowledge,his firm broke down this ***mask*** he had accquired during this,N AA L AH JH,"['knowledge', 'knowledge', 'mileage', 'college', 'village', 'nolan', 'homage', 'solid', 'wattage', 'nodded']",['knowledge'],"['solid', 'mileage', 'nodded', 'homage', 'knowledge', 'nolan', 'wattage', 'college', 'village']","['knowledge', 'village', 'college', 'mileage', 'solid', 'wattage', 'nolan', 'nodded', 'homage']",['knowledge'],"['knowledge', 'village', 'college', 'mileage', 'solid', 'wattage', 'nolan', 'nodded', 'homage']"
particual,particular,for the booking of one ***mask*** sort of products for one,P AA R T IH K Y UW AH L,['particle'],"['particular', 'partial']","['particular', 'partial', 'particle']",['particle'],"['particular', 'partial']","['particular', 'partial', 'particle']"
envionment,environment,get integrated in their social ***mask*** but in my oppinon it,EH N V IY AH N M AH N T,[''],['environment'],['environment'],[''],['environment'],['environment']
oppinon,oppinion,social envionment but in my ***mask*** it is true young people,AA P IH N AH N,"['option', 'audition', 'spillane', 'spinach', 'opinion', 'optician', 'saarinen', 'ninon', 'pigeon', 'linen']","['option', 'opinion']","['pigeon', 'spillane', 'audition', 'spinach', 'saarinen', 'optician', 'opinion', 'linen', 'option', 'ninon']","['opinion', 'audition', 'spinach', 'option', 'pigeon', 'optician', 'saarinen', 'ninon', 'linen', 'spillane']","['opinion', 'option']","['opinion', 'audition', 'spinach', 'option', 'pigeon', 'optician', 'saarinen', 'ninon', 'linen', 'spillane']"
alomost,almost,eyes i might say that ***mask*** every person in our system,AE L AH M AA S T,"['animist', 'allergist', 'lamont', 'thalamus', 'palomar']",['almost'],"['thalamus', 'palomar', 'allergist', 'almost', 'lamont', 'animist']","['allergist', 'animist', 'thalamus', 'palomar', 'lamont']",['almost'],"['almost', 'allergist', 'animist', 'thalamus', 'palomar', 'lamont']"
oponent,opponent,myself and win against my ***mask*** there is no help from,AH P OW N AH N T,"['opponent', 'pennant', 'opponents', 'apparent', 'potent', 'upfront', 'imminent', 'immanent', 'eminent', 'atonement']",['opponent'],"['opponent', 'potent', 'pennant', 'imminent', 'atonement', 'immanent', 'apparent', 'eminent', 'opponents', 'upfront']","['opponent', 'opponents', 'atonement', 'upfront', 'imminent', 'immanent', 'apparent', 'eminent', 'potent', 'pennant']",['opponent'],"['opponent', 'opponents', 'atonement', 'upfront', 'imminent', 'immanent', 'apparent', 'eminent', 'potent', 'pennant']"
