Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
percieved,perceived,intellecutal abilities while training various skills and techniques students educated in this manner are often ***mask*** as very intelligent and get credit for being able to communicate with people about various,P ER S IY V D,"['perceived', 'perceives', 'proceed', 'perceive', 'received', 'received', 'deceived', 'perceiving', 'received', 'perseus']",['perceived'],"['perceived', 'perseus', 'proceed', 'deceived', 'perceiving', 'perceives', 'received', 'perceive']","['perceived', 'received', 'perceives', 'perceive', 'deceived', 'perseus', 'perceiving', 'proceed']",['perceived'],"['perceived', 'received', 'perceives', 'perceive', 'deceived', 'perseus', 'perceiving', 'proceed']"
generalistic,generalistic,in the course of this essay the german school system for example follows a very ***mask*** strategy students have to learn everything from biology to maths and from latin to music,JH EH N ER AH L IH S T IH K,"['journalistic', 'generalists', 'naturalistic', 'generalist']","['generalist', 'generalists']","['naturalistic', 'generalist', 'generalists', 'journalistic']","['generalist', 'generalists', 'naturalistic', 'journalistic']","['generalist', 'generalists']","['generalist', 'generalists', 'naturalistic', 'journalistic']"
generalistically,generalistically,hand the information they have is not very detailed and otfen only scratches the surface ***mask*** educated students often struggle to specialise late in their life for a barrier is set,JH EH N ER AH L IH S T IH K L IY,[''],['generalistically'],['generalistically'],[''],['generalistically'],['generalistically']
otfen,often,overall perspective on the other hand the information they have is not very detailed and ***mask*** only scratches the surface generalistically educated students often struggle to specialise late in their life,AA T F AH N,"['orphan', 'oftener', 'artful', 'aitken', 'robin', 'arson', 'ottoman', 'rosin', 'stiffen', 'rotten']",['often'],"['artful', 'rotten', 'arson', 'aitken', 'robin', 'ottoman', 'stiffen', 'often', 'rosin', 'orphan', 'oftener']","['oftener', 'artful', 'aitken', 'rosin', 'robin', 'rotten', 'orphan', 'stiffen', 'ottoman', 'arson']",['often'],"['often', 'oftener', 'artful', 'aitken', 'rosin', 'robin', 'rotten', 'orphan', 'stiffen', 'ottoman', 'arson']"
specialiyed,specialized,specialized in if somehow they get bored or are forced to step out of their ***mask*** subject they face very hard conditions not being able to simply swop jobs universities or,S P EH SH AH L IY D,"['especially', 'specially', 'specialize', 'specially', 'specialized', 'specialities', 'specials', 'speckled', 'special', 'especially']","['specialised', 'specialized']","['special', 'especially', 'specialize', 'specialized', 'specialised', 'specialities', 'specials', 'speckled', 'specially']","['special', 'specialize', 'specialities', 'specialized', 'speckled', 'especially', 'specials', 'specially']","['specialized', 'specialised']","['special', 'specialize', 'specialities', 'specialized', 'specialised', 'speckled', 'especially', 'specials', 'specially']"
aproaches,approaches,the given directions having experienced two different school systems and also knowing about the different ***mask*** taken in schools and universities i can speak from my own experience in the course,AH P R OW CH IH Z,"['approaches', 'approaching', 'opposes', 'broaches', 'preaches', 'oppresses', 'approached', 'appraises', 'porches', 'approach']",['approaches'],"['approached', 'appraises', 'approaches', 'broaches', 'opposes', 'preaches', 'approach', 'oppresses', 'approaching', 'porches']","['approaches', 'approach', 'approached', 'approaching', 'oppresses', 'preaches', 'appraises', 'opposes', 'broaches', 'porches']",['approaches'],"['approaches', 'approach', 'approached', 'approaching', 'oppresses', 'preaches', 'appraises', 'opposes', 'broaches', 'porches']"
intellecutal,intellectual,following this approach students are said to gain a good general knowledge and develop their ***mask*** abilities while training various skills and techniques students educated in this manner are often percieved,IH N T EH L AH K Y UW T AH L,[''],['intellectual'],['intellectual'],[''],['intellectual'],['intellectual']
juged,judged,it difficult to gather a general overview when first meeting a topic and are frquently ***mask*** upon their poor knowledge in fields they are not specialized in if somehow they get,JH UW JH D,"['judged', 'juju', 'jude', 'adjudged', 'george', 'jewry', 'jazzed', 'dodged', 'jogged', 'zoomed']",['judged'],"['george', 'adjudged', 'dodged', 'jude', 'judged', 'jewry', 'zoomed', 'jogged', 'juju', 'jazzed']","['judged', 'adjudged', 'jazzed', 'george', 'dodged', 'juju', 'jude', 'jogged', 'zoomed', 'jewry']",['judged'],"['judged', 'adjudged', 'jazzed', 'george', 'dodged', 'juju', 'jude', 'jogged', 'zoomed', 'jewry']"
frquently,frequently,find it difficult to gather a general overview when first meeting a topic and are ***mask*** juged upon their poor knowledge in fields they are not specialized in if somehow they,F R UW AH N T L IY,"['fluently', 'fervently', 'ardently', 'prudently', 'frugally', 'recently']",['frequently'],"['frequently', 'recently', 'ardently', 'fluently', 'frugally', 'prudently', 'fervently']","['recently', 'frugally', 'prudently', 'fervently', 'ardently', 'fluently']",['frequently'],"['frequently', 'recently', 'frugally', 'prudently', 'fervently', 'ardently', 'fluently']"
manking,making,one thing history teaches ***mask*** is that extremes are never the best solution they might serve ones purposes for,M AE NG K IH NG,"['banking', 'tanking', 'ranking', 'thanking', 'yanking', 'hankering', 'franking', 'cranking', 'masking', 'hanging']","['masking', 'marking', 'wanking', 'manning', 'yanking', 'making', 'banking', 'ranking', 'nanking', 'mankind']","['marking', 'tanking', 'franking', 'wanking', 'yanking', 'hanging', 'thanking', 'hankering', 'ranking', 'banking', 'masking', 'cranking', 'manning', 'making', 'nanking', 'mankind']","['franking', 'hankering', 'hanging', 'cranking', 'banking', 'ranking', 'tanking', 'yanking', 'masking', 'thanking']","['mankind', 'making', 'nanking', 'manning', 'banking', 'ranking', 'wanking', 'yanking', 'masking', 'marking']","['mankind', 'franking', 'hankering', 'making', 'nanking', 'manning', 'hanging', 'cranking', 'banking', 'ranking', 'tanking', 'wanking', 'yanking', 'masking', 'thanking', 'marking']"
companie,company,first glance the advantages of a specified knowledge seem to be overwhelming nearly every modern ***mask*** or even scientists in universities serve as good examples to be successful in your part,K AH M P AH N IY,"['company', 'compagnie', 'companies', 'accompany', 'timpani', 'comeuppance', 'compound', 'accompanied', 'accompanies', 'kampala']","['compagnie', 'companies', 'compania']","['accompanied', 'accompanies', 'kampala', 'compania', 'compound', 'timpani', 'accompany', 'company', 'comeuppance', 'compagnie', 'companies']","['company', 'comeuppance', 'compagnie', 'companies', 'timpani', 'compound', 'accompanies', 'accompany', 'accompanied', 'kampala']","['compagnie', 'compania', 'companies']","['company', 'comeuppance', 'compania', 'compagnie', 'companies', 'timpani', 'compound', 'accompanies', 'accompany', 'accompanied', 'kampala']"
abilitie,abilities,i favor the humanistic approach specialize on one or two subjects but never loose your ***mask*** to overview a wider field if you are a mechanical engineer do loose your interest,AE B AH L IH T IY,"['abalone', 'herbalist', 'analyst', 'absentee', 'abductee', 'babbling', 'dabbling', 'ambling']",['abilities'],"['ambling', 'herbalist', 'abductee', 'abalone', 'dabbling', 'absentee', 'analyst', 'babbling', 'abilities']","['abalone', 'ambling', 'analyst', 'babbling', 'absentee', 'abductee', 'dabbling', 'herbalist']",['abilities'],"['abilities', 'abalone', 'ambling', 'analyst', 'babbling', 'absentee', 'abductee', 'dabbling', 'herbalist']"
commom,common,i think it is a ***mask*** phenomena that older people tend to critizice the younger generation for just taking care,K AA M AH M,"['common', 'column', 'comet', 'commas', 'carmen', 'carman', 'commoner', 'carmel', 'comma', 'kama']",['common'],"['commoner', 'carmel', 'kama', 'column', 'common', 'comet', 'commas', 'carmen', 'comma', 'carman']","['commoner', 'common', 'commas', 'comma', 'carman', 'comet', 'carmel', 'column', 'kama', 'carmen']",['common'],"['commoner', 'common', 'commas', 'comma', 'carman', 'comet', 'carmel', 'column', 'kama', 'carmen']"
hobbys,hobbies,of course also the free time culture did stop but continued to improve the new ***mask*** greated during the time seem like more fun for the older generation who is not,HH AA B IY Z,"['hobbies', 'hobbes', 'hollies', 'lobbies', 'robberies', 'barbies', 'heavies', 'hoppers', 'hobby', 'hobbs', 'hobs', 'hobbes']","['hobbes', 'hobbs', 'hobby']","['lobbies', 'hollies', 'hobbies', 'hobby', 'heavies', 'hoppers', 'hobbes', 'hobbs', 'hobs', 'robberies', 'barbies']","['hobby', 'heavies', 'lobbies', 'hollies', 'hobbies', 'hobbes', 'hobs', 'barbies', 'hobbs', 'hoppers', 'robberies']","['hobby', 'hobbes', 'hobbs']","['hobby', 'heavies', 'lobbies', 'hollies', 'hobbes', 'hobs', 'hobbies', 'barbies', 'hobbs', 'hoppers', 'robberies']"
greated,created,course also the free time culture did stop but continued to improve the new hobbys ***mask*** during the time seem like more fun for the older generation who is not able,G R EY T IH D,"['grated', 'graded', 'greeted', 'grating', 'gutted', 'dated', 'baited', 'bated', 'mated', 'graded']","['created', 'greeted', 'treated', 'greased', 'greater', 'grated']","['mated', 'dated', 'created', 'greeted', 'bated', 'treated', 'baited', 'greased', 'greater', 'grated', 'gutted', 'grating', 'graded']","['dated', 'greeted', 'grated', 'grating', 'graded', 'bated', 'gutted', 'mated', 'baited']","['created', 'treated', 'greeted', 'greater', 'grated', 'greased']","['created', 'treated', 'dated', 'greeted', 'greater', 'grated', 'grating', 'graded', 'greased', 'bated', 'gutted', 'mated', 'baited']"
critizice,criticize,i think it is a commom phenomena that older people tend to ***mask*** the younger generation for just taking care of themselves and not thinking about the,K R IH T IH Z IH S,"['cretaceous', 'criticize', 'critics']","['criticize', 'criticise']","['criticize', 'critics', 'cretaceous', 'criticise']","['criticize', 'critics', 'cretaceous']","['criticize', 'criticise']","['criticize', 'criticise', 'critics', 'cretaceous']"
missunderstanding,misunderstanding,do think it is because the focus shifted to have fun the reason for the ***mask*** has something to do with development because of economic development in many western countries every,M IH S AH N D ER S T AE N D IH NG,"['misunderstanding', 'misunderstandings', 'misunderstands', 'misunderstand']",['misunderstanding'],"['misunderstand', 'misunderstandings', 'misunderstanding', 'misunderstands']","['misunderstandings', 'misunderstanding', 'misunderstand', 'misunderstands']",['misunderstanding'],"['misunderstandings', 'misunderstanding', 'misunderstand', 'misunderstands']"
workless,wordless,time of mass unemployment the younger must perform more not to be one of the ***mask*** that was different in the last decades when getting work was no problem and there,W ER K L AH S,"['worthless', 'wordless', 'wallace', 'witless', 'luckless', 'workload', 'nicholas', 'nicklaus', 'weightless', 'weakness']",['workless'],"['wordless', 'wallace', 'worthless', 'nicholas', 'weightless', 'workless', 'luckless', 'witless', 'workload', 'nicklaus', 'weakness']","['workload', 'luckless', 'wordless', 'weightless', 'wallace', 'weakness', 'nicholas', 'nicklaus', 'worthless', 'witless']",['workless'],"['workless', 'workload', 'luckless', 'wordless', 'weightless', 'wallace', 'weakness', 'nicholas', 'nicklaus', 'worthless', 'witless']"
studymates,study mates,and working than older ones i do not know of any of my friends or ***mask*** to think of life as only joy they are all working hard and learning in,S T UW D IY M EY T S,[''],['studymates'],['studymates'],[''],['studymates'],['studymates']
preperated,prepared,there existed shortage in factory workers today workers must have a profession and be well ***mask*** for their job the older generation is now enjoying their dusk of life in a,P R EH P ER EY T IH D,['separated'],"['repeated', 'perpetrated', 'preheated', 'pretreated']","['repeated', 'perpetrated', 'pretreated', 'separated', 'preheated']",['separated'],"['repeated', 'preheated', 'pretreated', 'perpetrated']","['separated', 'repeated', 'pretreated', 'preheated', 'perpetrated']"
enjoing,enjoying,mean the normal older person young peolple are simply doing much more in both fields ***mask*** and working than older ones i do not know of any of my friends or,EH N JH OW IH NG,"['enjoying', 'injuring', 'unknowing', 'ongoing', 'ongoing', 'endowing', 'entering', 'ensuing', 'elbowing', 'anything']","['enjoins', 'enjoin', 'enjoying']","['endowing', 'enjoin', 'anything', 'elbowing', 'injuring', 'ensuing', 'entering', 'unknowing', 'enjoying', 'ongoing', 'enjoins']","['enjoying', 'entering', 'anything', 'injuring', 'ongoing', 'unknowing', 'ensuing', 'endowing', 'elbowing']","['enjoying', 'enjoins', 'enjoin']","['enjoying', 'entering', 'anything', 'injuring', 'enjoin', 'enjoins', 'ongoing', 'unknowing', 'ensuing', 'endowing', 'elbowing']"
handworkers,hand workers,only joy they are all working hard and learning in schools universities or learning a ***mask*** profession to provide the best possible opportunity to get a job and earn money to,HH AE N D W ER K ER Z,[''],['handworkers'],['handworkers'],[''],['handworkers'],['handworkers']
peolple,people,and more active body and mind and i am convinced the relatively short time young ***mask*** party can not be compared to the long periods the older people sit around watching,P IY OW L P AH L,['people'],['people'],['people'],['people'],['people'],['people']
poltics,politics,science school for example or a sports school pupils should learn the basic information in ***mask*** or in geography and other important subjects i think it is a good way to,P OW L T IH K S,"['politics', 'celtics', 'poultice', 'polemics', 'polecats', 'poetic', 'playtex']","['poetics', 'politics']","['playtex', 'poetic', 'poetics', 'polemics', 'polecats', 'celtics', 'poultice', 'politics']","['politics', 'playtex', 'poultice', 'celtics', 'poetic', 'polecats', 'polemics']","['politics', 'poetics']","['politics', 'playtex', 'poultice', 'celtics', 'poetic', 'poetics', 'polecats', 'polemics']"
