Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
doesent,doesn't,product which helps the customer to solve their problem marketing ***mask*** mean that you should sell a fridge to the north,D OW S AH N T,"['docent', 'decent', 'descent', 'dissent', 'docents', 'recent', 'rodent', ""mustn't"", 'nascent', 'durant']","['present', 'desert', 'dement', 'dissent', 'descent', 'dowsett', 'consent', 'decent', 'resent', 'dorset']","['desert', 'dement', 'docent', 'descent', 'nascent', 'decent', 'present', ""mustn't"", 'durant', 'dissent', 'recent', 'rodent', 'dowsett', 'consent', 'docents', 'resent', 'dorset']","[""mustn't"", 'nascent', 'durant', 'recent', 'decent', 'dissent', 'descent', 'docent', 'docents', 'rodent']","['resent', 'present', 'dement', 'dowsett', 'consent', 'decent', 'desert', 'dissent', 'descent', 'dorset']","[""mustn't"", 'resent', 'present', 'nascent', 'durant', 'dement', 'dowsett', 'consent', 'recent', 'decent', 'desert', 'dissent', 'descent', 'dorset', 'docent', 'docents', 'rodent']"
acedemic,academic,importance of engagement which is not directly related to the ***mask*** or professional career since a couple of years it can,AE S AH D EH M IH K,"['academic', 'epidemic', 'academics', 'pandemic']",['academic'],"['epidemic', 'pandemic', 'academics', 'academic']","['academic', 'academics', 'epidemic', 'pandemic']",['academic'],"['academic', 'academics', 'epidemic', 'pandemic']"
compicated,complicated,nine to five or you have to learn and pass ***mask*** examinations many people in that age are getting concerned about,K AA M P IH K EY T IH D,['complicates'],['complicated'],"['complicated', 'complicates']",['complicates'],['complicated'],"['complicated', 'complicates']"
deseases,diseases,through rather harsh times during childhood divorce of their parents ***mask*** and so on usually people enjoy life to the fullest,D IH Z IY Z IH Z,"['diseases', 'diseases', 'diseased', 'devises', 'dizzying', 'disease']",['diseases'],"['diseased', 'devises', 'diseases', 'dizzying', 'disease']","['diseased', 'disease', 'diseases', 'devises', 'dizzying']",['diseases'],"['diseased', 'disease', 'diseases', 'devises', 'dizzying']"
studiy,study,high school one either starts to work or begins to ***mask*** at college both ways of life have in common that,S T AH D IY,"['study', 'steady', 'sturdy', 'stubby', 'studs', 'stuffy', 'steadier', 'sturdier', 'stutter', 'starry']","['study', 'studi', 'studio']","['studs', 'stuffy', 'studi', 'steadier', 'sturdier', 'starry', 'stutter', 'stubby', 'studio', 'sturdy', 'study', 'steady']","['study', 'stuffy', 'studs', 'steady', 'starry', 'sturdier', 'stutter', 'stubby', 'steadier', 'sturdy']","['study', 'studi', 'studio']","['study', 'stuffy', 'studs', 'studi', 'steady', 'studio', 'starry', 'stutter', 'stubby', 'sturdier', 'steadier', 'sturdy']"
difficultest,difficulties,get a little bit depressive it is not called the ***mask*** age for nothing in that phase of life people usually,D IH F AH K AH L T AH S T,[],['difficulties'],['difficulties'],[],['difficulties'],['difficulties']
controlls,controls,there are some institutes like stiftung warentest who tests and ***mask*** every month a few kind of different products and recommends,K AH N T R OW L Z,"['controls', 'controlled', 'controller', 'consoles', 'control', 'controllers', 'controlling', 'comptroller', 'countries', 'patrols']",['controls'],"['controlling', 'control', 'controlled', 'patrols', 'controller', 'controllers', 'consoles', 'controls', 'countries', 'comptroller']","['controls', 'consoles', 'patrols', 'countries', 'control', 'controlled', 'controller', 'controlling', 'controllers', 'comptroller']",['controls'],"['controls', 'consoles', 'patrols', 'countries', 'control', 'controlled', 'controller', 'controlling', 'controllers', 'comptroller']"
auditional,additional,that means that there are a lot of visual and ***mask*** possibilities to provide a companys product for example they can,AA D IH SH AH N AH L,"['additional', 'auditioning', 'optional', 'additionally', 'irrational', 'emotional', 'fictional', 'audition']",['additional'],"['additional', 'audition', 'auditioning', 'fictional', 'emotional', 'irrational', 'optional', 'additionally']","['emotional', 'additional', 'fictional', 'optional', 'additionally', 'audition', 'auditioning', 'irrational']",['additional'],"['emotional', 'additional', 'fictional', 'optional', 'additionally', 'audition', 'auditioning', 'irrational']"
promisses,promises,the customer is not able to control what the advertisement ***mask*** without buying the product especially the internet offeres a lot,P R AA M IH S IH Z,"['promises', 'promising', 'princes']","['promises', 'premisses']","['promising', 'promises', 'princes', 'premisses']","['promises', 'promising', 'princes']","['promises', 'premisses']","['promises', 'promising', 'princes', 'premisses']"
stiftung,shifting,very good that in germany there are some institutes like ***mask*** warentest who tests and controlls every month a few kind,S T IH F T AH NG,"['stiffening', 'stiffener', 'sifting', 'stiffen', 'stiffness', 'stiffening', 'stiffed']",['stiftung'],"['stiffness', 'stiffed', 'stiftung', 'sifting', 'stiffener', 'stiffen', 'stiffening']","['sifting', 'stiffener', 'stiffen', 'stiffening', 'stiffness', 'stiffed']",['stiftung'],"['stiftung', 'sifting', 'stiffener', 'stiffen', 'stiffening', 'stiffness', 'stiffed']"
offeres,offered,the advertisement promisses without buying the product especially the internet ***mask*** a lot of people to provide bad products there so,AO F ER Z,"['offers', 'offered', 'authors', 'offs', 'augers', 'augurs', 'offerer', 'office', 'refers', 'refers']","['offers', 'offered', 'offeree']","['augurs', 'offered', 'augers', 'refers', 'offerer', 'offeree', 'offers', 'authors', 'office', 'offs']","['offers', 'offerer', 'offered', 'refers', 'authors', 'office', 'offs', 'augurs', 'augers']","['offers', 'offeree', 'offered']","['offers', 'offerer', 'offeree', 'offered', 'refers', 'authors', 'office', 'offs', 'augurs', 'augers']"
critized,citizen,opposite and get very annoying these can still not be ***mask*** since we live in a consume based society and there,K R IH T AY Z D,"['cauterized', 'critters', 'retired', 'revised', 'criticize', 'criticized']","['citizen', 'criticized']","['criticize', 'citizen', 'retired', 'criticized', 'cauterized', 'revised', 'critters']","['criticized', 'revised', 'retired', 'criticize', 'cauterized', 'critters']","['criticized', 'citizen']","['criticized', 'revised', 'retired', 'criticize', 'cauterized', 'citizen', 'critters']"
anylonger,any longer,the moment is the ipod from apple it is not ***mask*** just a product but an absolute must have accessory like,EH N IY L AO NG ER,[],['any longer'],['any longer'],[],['any longer'],['any longer']
thesedays,these days,where anyone can communicate anything he likes around the world ***mask*** a commercial does its best in trying to sell you,TH EH S AH D EY Z,[],['tuesdays'],['tuesdays'],[],['tuesdays'],['tuesdays']
learing,learning,is that this should not be the only aspect while ***mask*** them one has to go beyond the facts that leads,L IH R IH NG,"['rearing', 'luring', 'nearing', 'shearing', 'tearing', 'veering', 'searing', 'living', 'licking', 'fearing']","['hearing', 'leading', 'searing', 'leaning', 'leasing', 'learning', 'wearing', 'leering', 'dearing', 'rearing', 'leaking', 'clearing', 'leaving', 'nearing', 'bearing', 'leafing', 'leaping', 'tearing', 'fearing', 'gearing']","['clearing', 'leaving', 'veering', 'hearing', 'nearing', 'living', 'leading', 'searing', 'leaning', 'bearing', 'leafing', 'leaping', 'tearing', 'leasing', 'learning', 'wearing', 'luring', 'fearing', 'leering', 'gearing', 'dearing', 'rearing', 'shearing', 'licking', 'leaking']","['living', 'fearing', 'nearing', 'tearing', 'licking', 'veering', 'searing', 'rearing', 'luring', 'shearing']","['learning', 'hearing', 'leaving', 'wearing', 'leading', 'fearing', 'clearing', 'bearing', 'nearing', 'dearing', 'tearing', 'leaking', 'leaning', 'leaping', 'leering', 'searing', 'rearing', 'leasing', 'leafing', 'gearing']","['learning', 'hearing', 'leaving', 'living', 'wearing', 'leading', 'fearing', 'clearing', 'bearing', 'nearing', 'dearing', 'tearing', 'leaking', 'leaning', 'leaping', 'licking', 'leering', 'veering', 'searing', 'rearing', 'leasing', 'luring', 'shearing', 'leafing', 'gearing']"
learnig,learning,do both learning facts and understanding ideas and concepts but ***mask*** facts should always have the final goal understanding something better,L ER N IH G,"['learned', 'learning', 'renege', 'learned', 'learners', 'linage', 'learns', 'liebig', 'lining', 'pfennig']",['learning'],"['learners', 'learning', 'lining', 'liebig', 'learns', 'renege', 'linage', 'pfennig', 'learned']","['learning', 'learned', 'learners', 'learns', 'liebig', 'lining', 'pfennig', 'linage', 'renege']",['learning'],"['learning', 'learned', 'learners', 'learns', 'liebig', 'lining', 'pfennig', 'linage', 'renege']"
unevitable,inevitable,for understanding ideas and concepts sometimes it might be just ***mask*** for understanding a special idea to learn facts about it,AH N EH V AH T AH B AH L,"['inevitable', 'inevitably', 'unenviable']",['inevitable'],"['unenviable', 'inevitably', 'inevitable']","['inevitable', 'unenviable', 'inevitably']",['inevitable'],"['inevitable', 'unenviable', 'inevitably']"
fullfilling,fulfilling,or having fun in a relaxing holiday is always more ***mask*** and pleasurable in a group i always need somebody to,F UH L F IH L IH NG,"['fulfilling', 'fulfilled']",['fulfilling'],"['fulfilling', 'fulfilled']","['fulfilling', 'fulfilled']",['fulfilling'],"['fulfilling', 'fulfilled']"
socalize,socialize,people or play games with them that way they would ***mask*** with other groups and give back to the community what,S OW K AH L AY Z,"['localize', 'vocalize', 'socialize', 'civilize', 'mobilize', 'socialite', 'alkalies', 'stylize', 'sickles', 'supplies']","['socialize', 'localize']","['supplies', 'civilize', 'stylize', 'mobilize', 'socialize', 'vocalize', 'socialite', 'sickles', 'localize', 'alkalies']","['socialize', 'socialite', 'mobilize', 'localize', 'civilize', 'vocalize', 'supplies', 'sickles', 'stylize', 'alkalies']","['socialize', 'localize']","['socialize', 'socialite', 'mobilize', 'localize', 'civilize', 'vocalize', 'supplies', 'sickles', 'stylize', 'alkalies']"
emplyees,employees,to decrease the production costs the risk could be the ***mask*** in the foreign country since they work not so effective,EH M P L IY Z,"['employs', 'empties', 'employers', 'implies', 'employees', 'employs', 'emprise', 'employed', 'emperors', 'emptied']",['employees'],"['employed', 'empties', 'employees', 'employers', 'emprise', 'emptied', 'emperors', 'implies', 'employs']","['employees', 'employers', 'employed', 'employs', 'emptied', 'empties', 'emprise', 'implies', 'emperors']",['employees'],"['employees', 'employers', 'employed', 'employs', 'emptied', 'empties', 'emprise', 'implies', 'emperors']"
workingsystem,working system,nobody will feel guilty for a failure of changing the ***mask*** second reason changing the procedure of a particular job or,W ER K IH NG S IH S T AH M,[],['workingsystem'],['workingsystem'],[],['workingsystem'],['workingsystem']
particuar,particular,particular way and it was good so however sometimes a ***mask*** work will stuck and nobody have the courage to change,P AA R T IH K Y UW ER,[],['particular'],['particular'],[],['particular'],['particular']
uneffective,ineffective,reason doing thing in the same way can be very ***mask*** and it is better to change the procedure in my,AH N IH F EH K T IH V,"['ineffective', 'infective', 'unaffected', 'defective', 'unelected', 'uninfected', 'convective', 'effective', 'affective']",['ineffective'],"['defective', 'convective', 'unelected', 'affective', 'unaffected', 'uninfected', 'effective', 'infective', 'ineffective']","['effective', 'ineffective', 'uninfected', 'defective', 'convective', 'infective', 'affective', 'unelected', 'unaffected']",['ineffective'],"['effective', 'ineffective', 'uninfected', 'defective', 'convective', 'infective', 'affective', 'unelected', 'unaffected']"
fossile,fossil,will try to develope new technologies which are dependent on ***mask*** energy like solar energy nowerdays in germany also the taxes,F AA S AH L,"['fossil', 'fissile', 'facile', 'faunal', 'jostle', 'docile', 'parcel', 'fizzle', 'faisal', 'basel']","['fossil', 'fossils', 'fissile']","['fossil', 'faisal', 'facile', 'parcel', 'fissile', 'jostle', 'docile', 'faunal', 'basel', 'fossils', 'fizzle']","['fossil', 'jostle', 'fizzle', 'docile', 'basel', 'fissile', 'faunal', 'facile', 'parcel', 'faisal']","['fossil', 'fossils', 'fissile']","['fossil', 'jostle', 'fizzle', 'docile', 'basel', 'fossils', 'fissile', 'faunal', 'facile', 'parcel', 'faisal']"
inhabitans,inhabitants,in the year 2026 the world could be faced with ***mask*** of former third world countries who drive their own car,IH N HH AE B AH T AH N Z,"['inhabitant', 'inhabited']","['inhabitants', 'inhabitant']","['inhabitants', 'inhabitant', 'inhabited']","['inhabitant', 'inhabited']","['inhabitants', 'inhabitant']","['inhabitants', 'inhabitant', 'inhabited']"
devoloped,developed,the one side you have to think of the less ***mask*** countries of today they will clearly have economic progress and,D IH V AA L AH P T,"['developed', 'developer', 'develops', 'develop']",['developed'],"['develops', 'developer', 'develop', 'developed']","['developed', 'develop', 'develops', 'developer']",['developed'],"['developed', 'develop', 'develops', 'developer']"
nowerdays,nowadays,technologies which are dependent on fossile energy like solar energy ***mask*** in germany also the taxes on fuel are very high,N AW ER D EY Z,"['nowadays', 'cowards', 'mondays', 'workdays', 'sundays', 'birthdays', 'thursdays', 'nerds']",['nowadays'],"['workdays', 'nowadays', 'sundays', 'birthdays', 'mondays', 'nerds', 'thursdays', 'cowards']","['workdays', 'nowadays', 'nerds', 'thursdays', 'birthdays', 'sundays', 'mondays', 'cowards']",['nowadays'],"['workdays', 'nowadays', 'nerds', 'thursdays', 'birthdays', 'sundays', 'mondays', 'cowards']"
qualitiy,quality,or india has been improved within the last decades and ***mask*** of life means having your own car as it is,K W AA L AH T IY,"['quality', 'equality', 'qualities', 'qualify', 'crotchety', 'polity', 'quantity', 'clarity', 'wallaby', 'colony']",['quality'],"['qualities', 'crotchety', 'wallaby', 'qualify', 'quality', 'polity', 'quantity', 'equality', 'colony', 'clarity']","['quality', 'equality', 'clarity', 'qualities', 'quantity', 'wallaby', 'colony', 'polity', 'qualify', 'crotchety']",['quality'],"['quality', 'equality', 'clarity', 'qualities', 'quantity', 'wallaby', 'colony', 'polity', 'qualify', 'crotchety']"
coarbon,carbon,this problem cars are one of the main producers of ***mask*** dioxide so if you want to try to stop global,K AO R B AH N,"['corban', 'carbon', 'cordon', 'corpsman', 'corbel', 'korean', 'carbine', 'cabin', 'cotton', 'carmen', 'carman']",['carbon'],"['carbon', 'cotton', 'korean', 'cordon', 'carbine', 'corbel', 'corban', 'carman', 'carmen', 'corpsman', 'cabin']","['carbon', 'cabin', 'carbine', 'carman', 'corbel', 'corban', 'carmen', 'corpsman', 'cotton', 'korean', 'cordon']",['carbon'],"['carbon', 'cabin', 'carbine', 'carman', 'corbel', 'corban', 'carmen', 'corpsman', 'cotton', 'korean', 'cordon']"
